order_id,order_date,ship_date,ship_mode,customer_id,region_id
CA-2019-139283,2019-11-23,2019-11-27,Standard Class,BT-11440,1
CA-2019-167360,2019-11-24,2019-11-29,Second Class,RB-19435,1
CA-2019-105984,2019-11-24,2019-11-24,Same Day,MY-18295,2
CA-2019-102295,2019-11-24,2019-11-26,Second Class,EH-13990,4
CA-2019-127131,2019-11-24,2019-11-30,Standard Class,HR-14830,4
CA-2019-163034,2019-11-24,2019-11-28,Standard Class,DK-12985,1
CA-2019-115973,2019-11-24,2019-11-26,First Class,NG-18430,2
CA-2019-100762,2019-11-24,2019-11-29,Standard Class,NG-18355,1
CA-2019-158540,2019-11-24,2019-11-26,First Class,VG-21790,4
CA-2019-111360,2019-11-24,2019-11-30,Standard Class,AT-10435,2
CA-2019-122217,2019-11-24,2019-11-29,Standard Class,HP-14815,3
CA-2019-153850,2019-11-24,2019-11-29,Standard Class,TH-21100,2
US-2019-107993,2019-11-25,2019-11-30,Standard Class,SE-20110,4
CA-2019-127446,2019-11-25,2019-11-30,Standard Class,MC-17590,1
CA-2019-164721,2019-11-25,2019-11-27,Second Class,LW-16825,4
US-2019-144078,2019-11-25,2019-11-29,Standard Class,RB-19435,4
CA-2019-119151,2019-11-25,2019-11-29,Second Class,MP-18175,2
CA-2019-122588,2019-11-25,2019-11-27,Second Class,AR-10540,2
CA-2019-124730,2019-11-26,2019-11-26,Same Day,LS-17245,2
US-2019-147648,2019-11-26,2019-12-01,Standard Class,LS-16975,4
CA-2019-168984,2019-11-26,2019-12-02,Standard Class,NW-18400,4
CA-2019-141110,2019-11-26,2019-12-01,Standard Class,LS-17200,4
US-2019-147606,2019-11-26,2019-12-01,Second Class,JE-15745,1
CA-2019-167486,2019-11-27,2019-12-01,Standard Class,JO-15145,2
CA-2019-119032,2019-11-27,2019-12-03,Standard Class,MS-17770,2
CA-2019-121629,2019-11-28,2019-12-02,Standard Class,BT-11680,1
CA-2019-159800,2019-11-28,2019-12-01,First Class,SG-20470,4
CA-2019-101560,2019-11-28,2019-12-01,Second Class,CS-12250,3
CA-2019-105249,2019-11-28,2019-11-28,Same Day,DH-13675,4
CA-2019-121167,2019-11-28,2019-11-30,Second Class,MO-17500,2
US-2019-120225,2019-11-28,2019-12-03,Standard Class,MC-17635,1
CA-2019-163013,2019-11-28,2019-12-04,Standard Class,BF-11080,3
CA-2019-153983,2019-11-29,2019-12-06,Standard Class,AH-10210,4
CA-2019-136280,2019-11-29,2019-12-06,Standard Class,Co-12640,2
US-2019-111353,2019-11-29,2019-12-06,Standard Class,PB-19150,2
US-2019-134712,2019-11-29,2019-12-04,Standard Class,BS-11380,1
CA-2019-148425,2019-11-30,2019-12-04,Standard Class,RF-19345,3
CA-2019-146843,2019-11-30,2019-12-06,Standard Class,PB-19150,4
CA-2019-103590,2019-11-30,2019-12-04,Standard Class,JL-15505,2
CA-2019-150798,2019-12-01,2019-12-03,Second Class,JK-15730,2
CA-2019-143210,2019-12-01,2019-12-03,First Class,AA-10645,2
CA-2019-120474,2019-12-01,2019-12-03,First Class,RP-19390,1
US-2019-161613,2019-12-01,2019-12-03,Second Class,MC-17605,1
CA-2019-131527,2019-12-01,2019-12-07,Standard Class,TB-21280,3
CA-2019-131051,2019-12-01,2019-12-05,Standard Class,TR-21325,4
CA-2019-154095,2019-12-02,2019-12-07,Standard Class,ON-18715,2
CA-2019-112158,2019-12-02,2019-12-04,First Class,DP-13165,2
CA-2019-103807,2019-12-02,2019-12-09,Standard Class,EM-13825,3
CA-2019-101147,2019-12-02,2019-12-04,First Class,MC-17575,1
US-2019-117744,2019-12-02,2019-12-06,Standard Class,MD-17860,1
CA-2019-132864,2019-12-02,2019-12-07,Standard Class,KN-16390,2
CA-2019-122749,2019-12-03,2019-12-09,Standard Class,NG-18430,1
CA-2019-164861,2019-12-03,2019-12-06,Second Class,MC-17635,1
CA-2019-127187,2019-12-04,2019-12-08,Standard Class,CP-12085,2
CA-2019-133830,2019-12-05,2019-12-10,Standard Class,RL-19615,4
CA-2019-151162,2019-12-05,2019-12-09,Standard Class,EA-14035,2
CA-2019-150203,2019-12-05,2019-12-07,First Class,JB-15925,4
CA-2019-106376,2019-12-05,2019-12-10,Standard Class,BS-11590,4
CA-2019-166191,2019-12-05,2019-12-09,Second Class,DK-13150,1
CA-2019-125542,2019-12-05,2019-12-07,First Class,NB-18655,2
CA-2019-138296,2019-12-05,2019-12-12,Standard Class,RC-19825,3
CA-2019-155390,2019-12-06,2019-12-11,Standard Class,BG-11035,3
US-2019-140452,2019-12-06,2019-12-10,Standard Class,BK-11260,1
CA-2019-110030,2019-12-06,2019-12-08,Second Class,LF-17185,1
CA-2019-106726,2019-12-06,2019-12-08,First Class,RS-19765,4
US-2019-112872,2019-12-06,2019-12-11,Second Class,RC-19960,4
CA-2019-101392,2019-12-07,2019-12-13,Standard Class,AS-10630,4
CA-2019-138737,2019-12-07,2019-12-10,First Class,FP-14320,4
CA-2019-154592,2019-12-07,2019-12-08,First Class,EH-14005,4
CA-2019-159681,2019-12-07,2019-12-13,Standard Class,PO-18850,3
CA-2019-135608,2019-12-08,2019-12-10,Second Class,JK-15625,4
CA-2019-129364,2019-12-08,2019-12-13,Standard Class,TB-21250,4
CA-2019-144071,2019-12-08,2019-12-15,Standard Class,DJ-13420,4
CA-2019-104773,2019-12-08,2019-12-13,Standard Class,TB-21175,1
CA-2019-101175,2019-12-09,2019-12-14,Standard Class,DM-12955,4
CA-2019-138128,2019-12-09,2019-12-15,Standard Class,FP-14320,2
CA-2019-109932,2019-12-09,2019-12-11,First Class,VP-21760,1
CA-2019-169649,2019-12-09,2019-12-15,Standard Class,TS-21205,1
CA-2019-104976,2019-12-09,2019-12-16,Standard Class,CK-12760,4
US-2019-112991,2019-12-10,2019-12-14,Standard Class,SH-19975,4
CA-2019-148488,2019-12-10,2019-12-15,Standard Class,SM-20005,2
CA-2019-107573,2019-12-12,2019-12-17,Standard Class,PB-19150,3
US-2019-122959,2019-12-12,2019-12-12,Same Day,CY-12745,1
CA-2019-168494,2019-12-12,2019-12-14,Second Class,NP-18700,4
CA-2019-113320,2019-12-12,2019-12-15,Second Class,LH-17155,4
CA-2019-141607,2019-12-12,2019-12-17,Standard Class,WB-21850,4
CA-2019-124079,2019-12-13,2019-12-17,Standard Class,RF-19345,4
CA-2019-154186,2019-12-13,2019-12-15,Second Class,RA-19285,1
CA-2019-113579,2019-12-13,2019-12-15,Second Class,KD-16345,4
US-2019-102631,2019-12-13,2019-12-17,Standard Class,EB-13840,1
CA-2019-129819,2019-12-13,2019-12-15,Second Class,KC-16675,3
CA-2019-116568,2019-12-14,2019-12-20,Standard Class,BM-11785,3
CA-2019-148950,2019-12-14,2019-12-19,Standard Class,JD-16015,1
US-2019-123519,2019-12-14,2019-12-21,Standard Class,SS-20875,2
CA-2019-145541,2019-12-14,2019-12-21,Standard Class,TB-21400,2
CA-2019-130575,2019-12-14,2019-12-16,First Class,CS-11845,1
CA-2019-116673,2019-12-15,2019-12-19,Second Class,JO-15280,4
CA-2019-101602,2019-12-15,2019-12-18,First Class,MC-18100,1
CA-2019-129938,2019-12-15,2019-12-17,Second Class,EB-13705,2
CA-2019-119466,2019-12-15,2019-12-21,Standard Class,SP-20860,1
CA-2019-108273,2019-12-16,2019-12-21,Standard Class,EJ-13720,1
CA-2019-113257,2019-12-16,2019-12-18,Second Class,SC-20305,1
CA-2019-112718,2019-12-16,2019-12-21,Standard Class,KN-16450,3
CA-2019-151379,2019-12-16,2019-12-20,Standard Class,SC-20695,1
CA-2019-136399,2019-12-16,2019-12-17,First Class,CC-12100,4
CA-2019-153913,2019-12-16,2019-12-20,Second Class,KB-16585,3
CA-2019-124247,2019-12-16,2019-12-21,Standard Class,SH-20635,4
CA-2019-100706,2019-12-16,2019-12-18,Second Class,LE-16810,3
CA-2019-123925,2019-12-17,2019-12-19,Second Class,RF-19840,3
CA-2019-139633,2019-12-17,2019-12-24,Standard Class,EC-14050,2
CA-2019-162992,2019-12-19,2019-12-21,First Class,BP-11095,4
US-2019-150574,2019-12-19,2019-12-25,Standard Class,MK-18160,3
CA-2019-120768,2019-12-19,2019-12-21,Second Class,IM-15070,3
CA-2019-169446,2019-12-19,2019-12-25,Standard Class,SG-20605,1
CA-2019-134551,2019-12-20,2019-12-25,Standard Class,TS-21505,3
CA-2019-140816,2019-12-20,2019-12-20,Same Day,TC-21295,4
CA-2019-138681,2019-12-20,2019-12-22,First Class,CT-11995,4
CA-2019-160157,2019-12-20,2019-12-27,Standard Class,MH-17455,2
CA-2019-163412,2019-12-20,2019-12-23,Second Class,SM-20950,2
CA-2019-156594,2019-12-20,2019-12-23,Second Class,MC-17845,4
CA-2019-103100,2019-12-20,2019-12-23,First Class,AB-10105,1
CA-2019-136567,2019-12-20,2019-12-21,First Class,PS-19045,3
US-2019-109036,2019-12-20,2019-12-25,Standard Class,KH-16510,4
CA-2019-120852,2019-12-20,2019-12-25,Standard Class,WB-21850,1
CA-2019-109127,2019-12-21,2019-12-25,Standard Class,JC-15775,2
CA-2019-154893,2019-12-21,2019-12-27,Standard Class,GM-14440,4
CA-2019-134621,2019-12-21,2019-12-28,Standard Class,DP-13390,3
CA-2019-142510,2019-12-22,2019-12-29,Standard Class,NP-18700,1
CA-2019-133543,2019-12-22,2019-12-26,Standard Class,KM-16660,4
CA-2019-101364,2019-12-22,2019-12-26,Standard Class,TW-21025,2
CA-2019-146864,2019-12-22,2019-12-26,Standard Class,BT-11530,2
CA-2019-142314,2019-12-23,2019-12-28,Standard Class,SF-20200,1
CA-2019-154158,2019-12-23,2019-12-27,Second Class,CC-12670,3
CA-2019-126333,2019-12-23,2019-12-28,Standard Class,ME-18010,1
CA-2019-114517,2019-12-23,2019-12-27,Standard Class,TH-21235,2
US-2019-138247,2019-12-24,2019-12-29,Standard Class,BF-11170,4
CA-2019-113166,2019-12-24,2019-12-26,First Class,LF-17185,3
CA-2019-156314,2019-12-24,2019-12-26,First Class,RP-19390,2
US-2019-167738,2019-12-24,2019-12-29,Standard Class,JC-16105,4
CA-2019-132913,2019-12-24,2019-12-26,First Class,AS-10090,4
CA-2019-111451,2019-12-26,2019-12-28,First Class,KL-16555,4
CA-2019-168473,2019-12-26,2020-01-01,Standard Class,TB-21520,2
CA-2019-106264,2019-12-26,2019-12-30,Standard Class,CK-12595,4
CA-2019-101427,2019-12-26,2019-12-30,Standard Class,AY-10555,2
US-2019-152030,2019-12-26,2019-12-28,Second Class,AD-10180,1
US-2019-111171,2019-12-26,2019-12-31,Standard Class,CA-12265,1
CA-2019-139598,2019-12-26,2019-12-31,Standard Class,MG-17695,2
US-2019-159611,2019-12-27,2020-01-01,Second Class,KB-16315,2
CA-2019-162866,2019-12-27,2019-12-31,Standard Class,Co-12640,1
US-2019-106334,2019-12-27,2020-01-02,Standard Class,JF-15490,4
CA-2019-148383,2019-12-27,2019-12-31,Standard Class,RP-19390,4
CA-2019-166961,2019-12-27,2019-12-31,Standard Class,CD-12790,4
CA-2019-120243,2019-12-27,2019-12-30,Second Class,AT-10435,4
CA-2019-165393,2019-12-27,2019-12-30,First Class,NC-18415,1
CA-2019-153087,2019-12-27,2020-01-03,Standard Class,TC-20980,3
CA-2019-163447,2019-12-27,2019-12-31,Standard Class,TB-21190,2
CA-2019-141313,2019-12-28,2020-01-01,Standard Class,AJ-10780,2
CA-2019-164259,2019-12-28,2019-12-30,First Class,SP-20860,2
CA-2019-143371,2019-12-28,2020-01-03,Standard Class,MD-17350,4
CA-2019-110786,2019-12-29,2020-01-02,Standard Class,AJ-10795,4
CA-2019-102330,2019-12-29,2020-01-03,Standard Class,AI-10855,4
CA-2019-126802,2019-12-29,2020-01-05,Standard Class,ZC-21910,1
CA-2019-152345,2019-12-29,2020-01-03,Second Class,ST-20530,4
CA-2019-165477,2019-12-29,2019-12-31,Second Class,RE-19405,2
CA-2019-118276,2019-12-29,2020-01-02,Standard Class,MG-17890,1
CA-2019-106803,2019-12-29,2020-01-02,Standard Class,DC-13285,1
CA-2019-166730,2019-12-30,2020-01-01,First Class,DD-13570,3
CA-2019-104738,2019-12-30,2020-01-01,Second Class,SP-20620,1
CA-2019-131800,2019-12-30,2020-01-04,Standard Class,AJ-10960,2
US-2019-169789,2019-12-30,2020-01-04,Standard Class,MF-17665,4
US-2019-115189,2019-12-30,2020-01-03,Second Class,AR-10345,2
CA-2019-130960,2019-12-30,2020-01-04,Standard Class,KB-16600,1
CA-2019-138072,2019-12-30,2020-01-03,Standard Class,GA-14725,2
CA-2019-150245,2019-12-31,2020-01-04,Second Class,PC-18745,2
US-2019-143231,2019-12-31,2020-01-03,First Class,GM-14455,2
CA-2019-127383,2019-12-31,2020-01-05,Standard Class,CM-11815,1
CA-2019-111150,2019-12-31,2020-01-04,Standard Class,RW-19630,1
US-2019-133949,2019-12-31,2019-12-31,Same Day,JL-15175,4
CA-2019-157644,2019-12-31,2020-01-01,First Class,AH-10030,2
CA-2019-133592,2019-12-31,2020-01-07,Standard Class,KM-16375,2
CA-2020-146262,2020-01-02,2020-01-09,Standard Class,VW-21775,2
CA-2020-104514,2020-01-02,2020-01-04,Second Class,CB-12535,2
CA-2020-141243,2020-01-03,2020-01-08,Second Class,AH-10465,1
CA-2020-121097,2020-01-03,2020-01-08,Standard Class,SF-20965,1
CA-2020-104241,2020-01-04,2020-01-09,Standard Class,AG-10495,3
CA-2020-149811,2020-01-04,2020-01-10,Standard Class,CS-12250,1
CA-2020-108588,2020-01-05,2020-01-10,Standard Class,BG-11695,2
CA-2020-154970,2020-01-05,2020-01-10,Standard Class,SR-20740,4
CA-2020-158701,2020-01-05,2020-01-10,Standard Class,JL-15175,4
CA-2020-149636,2020-01-06,2020-01-12,Standard Class,SP-20620,4
CA-2020-119480,2020-01-09,2020-01-13,Standard Class,CC-12685,3
US-2020-157154,2020-01-10,2020-01-15,Standard Class,MM-17920,2
CA-2020-128608,2020-01-12,2020-01-17,Standard Class,CS-12490,2
CA-2020-156755,2020-01-12,2020-01-18,Standard Class,YS-21880,2
CA-2020-137526,2020-01-13,2020-01-17,Standard Class,PB-19150,4
CA-2020-169677,2020-01-13,2020-01-15,Second Class,KS-16300,3
CA-2020-151547,2020-01-17,2020-01-23,Standard Class,AH-10465,3
CA-2020-152681,2020-01-17,2020-01-22,Standard Class,SC-20260,2
US-2020-101399,2020-01-17,2020-01-24,Standard Class,JS-15940,1
CA-2020-141250,2020-01-19,2020-01-23,Standard Class,PM-18940,1
CA-2020-119214,2020-01-23,2020-01-27,Standard Class,CW-11905,4
CA-2020-128958,2020-01-24,2020-01-28,Standard Class,CR-12820,3
CA-2020-109603,2020-01-26,2020-02-01,Standard Class,EM-13825,4
CA-2020-164777,2020-01-27,2020-01-29,First Class,SC-20305,4
CA-2020-168746,2020-01-27,2020-01-29,Second Class,SV-20365,2
CA-2020-116638,2020-01-28,2020-01-31,Second Class,JH-15985,3
CA-2020-145401,2020-01-30,2020-02-04,Standard Class,JP-15520,1
CA-2020-121797,2020-01-30,2020-02-06,Standard Class,CC-12145,4
CA-2020-149587,2020-01-31,2020-02-05,Second Class,KB-16315,1
CA-2020-132633,2020-02-03,2020-02-05,Second Class,KH-16630,4
CA-2020-157959,2020-02-03,2020-02-04,First Class,RW-19540,4
CA-2020-140921,2020-02-03,2020-02-05,First Class,AA-10375,1
CA-2020-103093,2020-02-03,2020-02-07,Standard Class,FO-14305,3
CA-2020-127327,2020-02-03,2020-02-07,Standard Class,PW-19030,2
CA-2020-104038,2020-02-06,2020-02-08,First Class,LO-17170,3
CA-2020-137064,2020-02-06,2020-02-13,Standard Class,TS-21655,1
CA-2020-156482,2020-02-06,2020-02-13,Standard Class,IL-15100,2
CA-2020-111507,2020-02-06,2020-02-13,Standard Class,VW-21775,4
CA-2020-147529,2020-02-07,2020-02-11,Standard Class,DK-12835,3
US-2020-130491,2020-02-08,2020-02-11,First Class,BH-11710,1
CA-2020-114923,2020-02-08,2020-02-13,Standard Class,LH-17020,2
CA-2020-101007,2020-02-09,2020-02-13,Second Class,MS-17980,1
CA-2020-135391,2020-02-09,2020-02-11,Second Class,FA-14230,1
US-2020-153374,2020-02-09,2020-02-13,Second Class,JF-15565,1
CA-2020-146038,2020-02-09,2020-02-16,Standard Class,SJ-20215,4
CA-2020-101126,2020-02-10,2020-02-14,Second Class,NB-18655,2
US-2020-147662,2020-02-14,2020-02-19,Standard Class,KB-16315,2
CA-2020-116876,2020-02-14,2020-02-21,Standard Class,TT-21070,2
CA-2020-116092,2020-02-15,2020-02-18,Second Class,JM-16195,4
CA-2020-154326,2020-02-15,2020-02-19,Standard Class,RP-19855,1
CA-2020-156923,2020-02-16,2020-02-20,Standard Class,SP-20860,2
CA-2020-121776,2020-02-16,2020-02-21,Standard Class,RD-19585,4
CA-2020-105725,2020-02-18,2020-02-24,Standard Class,GT-14755,4
CA-2020-111234,2020-02-18,2020-02-22,Standard Class,AB-10600,4
CA-2020-152611,2020-02-20,2020-02-23,Second Class,KA-16525,2
CA-2020-169740,2020-02-20,2020-02-25,Standard Class,LM-17065,3
CA-2020-162782,2020-02-21,2020-02-27,Standard Class,PW-19240,2
CA-2020-129770,2020-02-21,2020-02-23,Second Class,JE-15715,4
CA-2020-132374,2020-02-22,2020-02-24,Second Class,PS-19045,1
CA-2020-132276,2020-02-23,2020-02-28,Standard Class,LC-16960,2
CA-2020-154900,2020-02-25,2020-02-29,Standard Class,SS-20875,2
CA-2020-138485,2020-02-27,2020-02-29,Second Class,NP-18670,4
CA-2020-111325,2020-02-27,2020-02-28,First Class,BT-11395,2
CA-2020-104129,2020-02-27,2020-03-01,Standard Class,ES-14080,2
US-2020-145436,2020-02-28,2020-03-03,Standard Class,VD-21670,3
CA-2020-104052,2020-02-29,2020-03-01,First Class,TP-21565,1
CA-2020-153325,2020-02-29,2020-03-01,Second Class,ST-20530,3
CA-2020-102316,2020-02-29,2020-03-02,Second Class,DH-13075,4
CA-2020-133494,2020-02-29,2020-03-04,Standard Class,RP-19390,2
CA-2020-133585,2020-02-29,2020-03-03,First Class,CM-12715,1
CA-2020-110457,2020-03-01,2020-03-05,Standard Class,DK-13090,4
CA-2020-105970,2020-03-01,2020-03-06,Standard Class,PA-19060,1
CA-2020-140221,2020-03-04,2020-03-08,Second Class,MS-17365,1
CA-2020-120320,2020-03-04,2020-03-08,Standard Class,MV-18190,1
CA-2020-109001,2020-03-04,2020-03-08,Standard Class,KN-16390,2
CA-2020-109512,2020-03-04,2020-03-04,Same Day,LF-17185,2
CA-2020-125185,2020-03-04,2020-03-06,Second Class,AH-10195,2
CA-2020-151785,2020-03-04,2020-03-09,Standard Class,JJ-15445,1
CA-2020-153108,2020-03-04,2020-03-08,Standard Class,SF-20200,1
CA-2020-142944,2020-03-05,2020-03-10,Standard Class,JL-15850,4
CA-2020-146255,2020-03-06,2020-03-09,First Class,EM-14140,2
CA-2020-105627,2020-03-07,2020-03-11,Standard Class,DK-12895,1
CA-2020-107741,2020-03-07,2020-03-09,First Class,FC-14335,4
CA-2020-132136,2020-03-07,2020-03-11,Standard Class,FO-14305,1
CA-2020-160213,2020-03-07,2020-03-12,Standard Class,AR-10825,2
CA-2020-123155,2020-03-08,2020-03-11,First Class,NS-18640,1
CA-2020-110345,2020-03-08,2020-03-10,Second Class,TG-21310,3
US-2020-118906,2020-03-09,2020-03-09,Same Day,KB-16585,2
CA-2020-146829,2020-03-09,2020-03-09,Same Day,TS-21340,1
CA-2020-128083,2020-03-11,2020-03-16,Standard Class,EB-13750,3
CA-2020-148705,2020-03-11,2020-03-17,Standard Class,EB-14170,3
US-2020-139675,2020-03-12,2020-03-17,Second Class,NF-18595,4
CA-2020-114237,2020-03-12,2020-03-14,First Class,MC-17275,4
CA-2020-163587,2020-03-13,2020-03-17,Standard Class,EP-13915,2
CA-2020-167479,2020-03-13,2020-03-18,Standard Class,AI-10855,4
CA-2020-155124,2020-03-14,2020-03-20,Standard Class,KS-16300,4
CA-2020-153906,2020-03-15,2020-03-19,Standard Class,MS-17980,2
CA-2020-145352,2020-03-15,2020-03-21,Standard Class,CM-12385,3
CA-2020-112116,2020-03-15,2020-03-17,Second Class,JE-15475,4
CA-2020-134257,2020-03-15,2020-03-18,Second Class,MS-17710,3
US-2020-150231,2020-03-15,2020-03-19,Second Class,JK-15640,2
CA-2020-144722,2020-03-15,2020-03-22,Standard Class,MF-18250,4
CA-2020-110632,2020-03-16,2020-03-21,Second Class,HR-14830,2
CA-2020-149993,2020-03-18,2020-03-19,First Class,GA-14725,4
CA-2020-111829,2020-03-18,2020-03-19,First Class,FH-14365,4
CA-2020-163104,2020-03-18,2020-03-25,Standard Class,MC-18130,4
CA-2020-113110,2020-03-18,2020-03-22,Standard Class,BK-11260,4
CA-2020-143532,2020-03-18,2020-03-23,Standard Class,DC-12850,3
CA-2020-132101,2020-03-18,2020-03-24,Standard Class,JO-15550,4
CA-2020-168088,2020-03-18,2020-03-21,First Class,CM-12655,1
CA-2020-159534,2020-03-19,2020-03-22,First Class,DH-13075,2
CA-2020-165813,2020-03-19,2020-03-21,Second Class,BM-11785,4
CA-2020-127607,2020-03-19,2020-03-25,Standard Class,JK-15730,1
CA-2020-106565,2020-03-19,2020-03-22,First Class,BW-11110,1
CA-2020-120621,2020-03-20,2020-03-25,Standard Class,JW-16075,3
CA-2020-117884,2020-03-21,2020-03-21,Same Day,DC-13285,3
US-2020-163279,2020-03-21,2020-03-25,Standard Class,JD-16150,4
CA-2020-157812,2020-03-21,2020-03-25,Standard Class,DB-13210,1
CA-2020-121552,2020-03-21,2020-03-26,Standard Class,FW-14395,3
CA-2020-163440,2020-03-21,2020-03-23,First Class,RD-19900,4
CA-2020-130218,2020-03-22,2020-03-25,First Class,SG-20470,3
US-2020-125374,2020-03-22,2020-03-28,Standard Class,JD-16060,1
CA-2020-138219,2020-03-22,2020-03-29,Standard Class,BP-11095,4
US-2020-107944,2020-03-22,2020-03-24,First Class,AM-10360,4
US-2020-112508,2020-03-23,2020-03-29,Standard Class,BP-11185,3
CA-2020-145457,2020-03-23,2020-03-26,Second Class,CP-12085,4
CA-2020-118423,2020-03-23,2020-03-26,First Class,DP-13390,1
CA-2020-167374,2020-03-25,2020-03-29,Second Class,GM-14500,2
CA-2020-164301,2020-03-25,2020-03-29,Standard Class,EB-13840,4
US-2020-116981,2020-03-25,2020-03-27,Second Class,SM-20950,2
CA-2020-103793,2020-03-25,2020-03-30,Standard Class,BV-11245,3
CA-2020-132948,2020-03-26,2020-04-02,Standard Class,MV-17485,4
CA-2020-133536,2020-03-27,2020-03-29,Second Class,JH-15820,2
CA-2020-135363,2020-03-27,2020-04-01,Standard Class,CK-12205,2
CA-2020-131534,2020-03-27,2020-04-01,Standard Class,AB-10165,4
CA-2020-121272,2020-03-28,2020-04-03,Standard Class,DO-13435,4
CA-2020-150749,2020-03-28,2020-04-02,Second Class,AS-10240,3
US-2020-103996,2020-03-28,2020-03-30,Second Class,RB-19435,4
CA-2020-105361,2020-03-28,2020-04-03,Standard Class,CM-12115,2
CA-2020-153549,2020-03-28,2020-03-30,Second Class,SL-20155,3
CA-2020-121405,2020-03-29,2020-04-03,Standard Class,FC-14335,1
CA-2020-104871,2020-03-29,2020-04-02,Standard Class,DR-12940,1
CA-2020-128125,2020-03-30,2020-04-04,Standard Class,EB-13705,1
CA-2020-137106,2020-03-30,2020-04-03,Standard Class,SC-20260,3
US-2020-159513,2020-04-01,2020-04-08,Standard Class,JD-15790,4
CA-2020-136378,2020-04-01,2020-04-06,Standard Class,CS-11845,1
US-2020-142811,2020-04-01,2020-04-06,Standard Class,JL-15850,4
US-2020-122140,2020-04-01,2020-04-06,Standard Class,MO-17950,1
CA-2020-110667,2020-04-03,2020-04-07,Standard Class,NF-18595,2
CA-2020-112452,2020-04-03,2020-04-03,Same Day,NC-18340,1
US-2020-136476,2020-04-04,2020-04-09,Standard Class,GG-14650,3
CA-2020-102855,2020-04-04,2020-04-05,Same Day,JF-15415,4
CA-2020-161452,2020-04-04,2020-04-10,Standard Class,CA-11965,4
CA-2020-167010,2020-04-04,2020-04-09,Standard Class,VT-21700,2
CA-2020-119942,2020-04-04,2020-04-06,First Class,TT-21070,2
CA-2020-124541,2020-04-05,2020-04-09,Standard Class,TT-21220,1
CA-2020-100888,2020-04-05,2020-04-09,Standard Class,MH-17455,3
CA-2020-140025,2020-04-06,2020-04-10,Standard Class,PF-19120,1
CA-2020-130554,2020-04-06,2020-04-08,First Class,FM-14290,2
CA-2020-166492,2020-04-06,2020-04-09,First Class,RP-19390,2
CA-2020-101000,2020-04-08,2020-04-13,Standard Class,IG-15085,2
CA-2020-116512,2020-04-08,2020-04-13,Standard Class,MC-18100,2
CA-2020-142027,2020-04-08,2020-04-13,Standard Class,JK-15370,4
CA-2020-134201,2020-04-09,2020-04-15,Standard Class,EH-14125,2
CA-2020-168767,2020-04-09,2020-04-14,Standard Class,DM-12955,4
CA-2020-125563,2020-04-10,2020-04-16,Standard Class,PR-18880,3
CA-2020-111164,2020-04-10,2020-04-14,Standard Class,SE-20110,2
US-2020-136987,2020-04-10,2020-04-13,Second Class,AR-10540,4
CA-2020-145415,2020-04-11,2020-04-16,Second Class,RD-19660,4
US-2020-168704,2020-04-12,2020-04-16,Standard Class,FP-14320,1
CA-2020-106257,2020-04-12,2020-04-16,Second Class,EB-14110,4
CA-2020-133452,2020-04-12,2020-04-18,Standard Class,ZC-21910,4
CA-2020-133837,2020-04-12,2020-04-17,Standard Class,TH-21100,4
CA-2020-100216,2020-04-12,2020-04-13,First Class,HJ-14875,4
US-2020-120502,2020-04-12,2020-04-18,Standard Class,BT-11395,4
CA-2020-120551,2020-04-12,2020-04-19,Standard Class,SS-20590,1
CA-2020-149678,2020-04-12,2020-04-14,Second Class,AW-10840,4
CA-2020-116841,2020-04-13,2020-04-17,Standard Class,TP-21130,4
CA-2020-137974,2020-04-15,2020-04-17,First Class,LL-16840,3
CA-2020-161263,2020-04-15,2020-04-20,Standard Class,TS-21160,2
CA-2020-146675,2020-04-15,2020-04-19,Standard Class,SB-20185,1
CA-2020-106215,2020-04-15,2020-04-20,Standard Class,BN-11470,2
CA-2020-142734,2020-04-15,2020-04-20,Standard Class,DM-13345,2
CA-2020-155306,2020-04-16,2020-04-20,Standard Class,GA-14515,4
CA-2020-148712,2020-04-16,2020-04-22,Standard Class,JM-15535,2
CA-2020-102722,2020-04-17,2020-04-18,First Class,KW-16570,3
US-2020-163433,2020-04-17,2020-04-21,Second Class,MP-17965,1
CA-2020-142601,2020-04-17,2020-04-19,Second Class,DE-13255,4
US-2020-113593,2020-04-17,2020-04-19,First Class,NC-18415,4
US-2020-134271,2020-04-17,2020-04-22,Second Class,RF-19735,2
CA-2020-115742,2020-04-17,2020-04-21,Standard Class,DP-13000,1
US-2020-155369,2020-04-18,2020-04-24,Standard Class,PG-18820,1
CA-2020-149342,2020-04-19,2020-04-24,Standard Class,TS-21160,3
CA-2020-142433,2020-04-19,2020-04-24,Standard Class,ES-14020,1
CA-2020-109169,2020-04-19,2020-04-23,Standard Class,OT-18730,1
CA-2020-107678,2020-04-20,2020-04-27,Standard Class,JK-16090,3
CA-2020-151253,2020-04-21,2020-04-25,Standard Class,AZ-10750,4
CA-2020-118227,2020-04-23,2020-04-27,Standard Class,DB-13270,2
CA-2020-115420,2020-04-24,2020-05-01,Standard Class,LS-16945,4
CA-2020-143602,2020-04-24,2020-04-27,Second Class,JS-15595,4
CA-2020-153878,2020-04-24,2020-04-29,Standard Class,TS-21655,1
CA-2020-130365,2020-04-24,2020-04-28,Standard Class,ZC-21910,1
CA-2020-112557,2020-04-24,2020-04-27,First Class,JL-15850,2
CA-2020-137302,2020-04-25,2020-04-30,Standard Class,BW-11110,4
