order_item_id,order_id,product_id,quantity,sales,discount,profit
2903,CA-2020-169656,OFF-ST-10003816,3,422.856,0.2,15.8571
2904,CA-2020-162369,OFF-ST-10000046,2,323.1,0.0,61.389
2905,CA-2020-142454,OFF-ST-10003638,3,70.26,0.0,18.9702
2906,CA-2020-142454,FUR-FU-10004018,7,104.23,0.0,28.1421
2907,US-2020-128090,OFF-LA-10000452,2,5.04,0.2,1.764
2908,US-2020-164238,FUR-BO-10000780,3,301.47,0.5,-204.9996
2909,US-2020-126753,TEC-PH-10003580,4,519.792,0.4,-112.6216
2910,US-2020-128090,OFF-AR-10002255,1,2.304,0.2,0.2592
2911,US-2020-164238,OFF-ST-10002352,7,44.688,0.2,3.3516
2912,US-2020-126753,OFF-PA-10000130,3,10.272,0.2,3.21
2913,US-2020-126753,TEC-AC-10004227,3,31.176,0.2,-5.4558
2914,US-2020-128090,TEC-PH-10002624,5,1879.96,0.2,211.4955
2915,US-2020-128090,OFF-PA-10001878,8,313.024,0.2,105.6456
2916,US-2020-126753,OFF-PA-10002787,2,10.368,0.2,3.6288
2917,US-2020-126753,OFF-BI-10003981,2,2.724,0.7,-1.9068
2918,US-2020-126753,OFF-BI-10003727,3,3.762,0.7,-2.7588
2919,US-2020-126753,FUR-FU-10001488,3,254.352,0.2,0.0
2920,CA-2020-119627,OFF-AR-10000203,3,10.272,0.2,1.1556
2921,CA-2020-119627,OFF-PA-10001937,7,36.288,0.2,12.7008
2922,CA-2020-111297,OFF-BI-10002412,9,52.2,0.0,23.49
2923,CA-2020-119627,TEC-AC-10001142,4,252.8,0.2,-31.6
2924,CA-2020-119627,TEC-AC-10002217,2,30.08,0.2,-5.264
2925,US-2020-130512,OFF-ST-10002574,6,663.072,0.2,-165.768
2926,CA-2020-130456,OFF-ST-10000736,1,80.98,0.0,3.2392
2927,CA-2020-130456,FUR-BO-10003893,6,586.398,0.15,34.494
2928,CA-2020-144267,OFF-PA-10000157,3,59.94,0.0,28.1718
2929,US-2020-130512,OFF-BI-10004519,2,99.588,0.7,-82.99
2930,US-2020-130512,TEC-AC-10000290,4,21.728,0.2,3.8024
2931,CA-2020-144267,OFF-PA-10001947,4,23.92,0.0,11.7208
2932,CA-2020-122168,OFF-AR-10002053,12,35.76,0.0,10.0128
2933,CA-2020-122168,OFF-AR-10003602,3,17.52,0.0,8.2344
2934,CA-2020-144267,OFF-PA-10003657,1,4.28,0.0,1.926
2935,CA-2020-154823,OFF-BI-10001098,2,12.828,0.7,-8.9796
2936,CA-2020-154823,FUR-CH-10003379,3,598.458,0.3,-42.747
2937,CA-2020-154823,FUR-FU-10000193,1,25.984,0.2,-3.8976
2938,US-2020-130512,OFF-SU-10001935,2,3.488,0.2,-0.6976
2939,CA-2020-144267,FUR-CH-10002335,3,544.008,0.2,40.8006
2940,US-2020-130512,OFF-PA-10003625,2,49.568,0.2,15.49
2941,CA-2020-129854,OFF-AR-10000390,4,16.52,0.0,7.5992
2942,CA-2020-132080,OFF-BI-10003694,6,50.112,0.2,16.2864
2943,CA-2020-114468,OFF-PA-10000809,2,10.368,0.2,3.6288
2944,CA-2020-114468,OFF-FA-10003021,8,12.032,0.2,2.256
2945,CA-2020-165624,OFF-AP-10001492,3,25.86,0.0,6.7236
2946,CA-2020-165624,OFF-PA-10002499,2,97.88,0.0,48.94
2947,CA-2020-165624,OFF-PA-10003893,5,21.4,0.0,9.63
2948,CA-2020-165624,OFF-PA-10002319,5,193.8,0.0,94.962
2949,CA-2020-114468,OFF-AP-10000696,2,5.768,0.8,-13.5548
2950,CA-2020-114468,OFF-SU-10004231,4,31.68,0.2,2.772
2951,CA-2020-165624,OFF-LA-10003190,3,8.64,0.0,4.2336
2952,CA-2020-165624,TEC-AC-10004568,9,251.91,0.0,47.8629
2953,CA-2020-165624,OFF-AP-10000828,3,542.94,0.0,152.0232
2954,CA-2020-102491,TEC-PH-10001619,3,587.97,0.0,170.5113
2955,CA-2020-123939,TEC-PH-10000923,3,26.982,0.4,4.0473
2956,CA-2020-146563,OFF-ST-10001511,14,724.08,0.2,-135.765
2957,CA-2020-113740,FUR-FU-10000010,3,14.91,0.0,4.6221
2958,CA-2020-123939,OFF-ST-10003208,3,435.504,0.2,48.9942
2959,CA-2020-139584,TEC-AC-10001266,2,26.0,0.0,11.7
2960,CA-2020-102491,TEC-MA-10000864,7,3080.0,0.0,1416.8
2961,CA-2020-146563,FUR-TA-10001768,5,918.785,0.3,-118.1295
2962,CA-2020-169299,OFF-AR-10002053,3,7.152,0.2,0.7152
2963,CA-2020-139584,FUR-TA-10001539,2,284.364,0.4,-75.8304
2964,CA-2020-123939,OFF-LA-10003190,3,6.912,0.2,2.5056
2965,CA-2020-146563,OFF-BI-10003981,3,2.724,0.8,-4.2222
2966,CA-2020-102491,TEC-AC-10003289,4,79.96,0.0,18.3908
2967,CA-2020-146563,OFF-ST-10001490,7,999.432,0.2,124.929
2968,US-2020-139759,FUR-CH-10002774,1,40.784,0.2,4.5882
2969,CA-2020-168809,FUR-FU-10002240,5,7.88,0.6,-3.94
2970,CA-2020-168809,FUR-FU-10001473,2,20.104,0.6,-16.5858
2971,US-2020-139759,OFF-AP-10002765,4,105.96,0.0,29.6688
2972,CA-2020-168809,OFF-BI-10000315,1,3.798,0.8,-6.0768
2973,CA-2020-126445,OFF-ST-10000046,3,484.65,0.0,92.0835
2974,CA-2020-101707,OFF-PA-10002968,5,114.2,0.0,52.532
2975,CA-2020-113040,OFF-BI-10001249,1,5.104,0.2,1.6588
2976,CA-2020-101707,OFF-SU-10001218,3,32.94,0.0,9.2232
2977,CA-2020-101707,OFF-LA-10000134,1,3.08,0.0,1.4784
2978,CA-2020-121188,FUR-FU-10003981,2,4.16,0.0,1.7472
2979,CA-2020-121188,TEC-PH-10003589,3,43.176,0.2,15.1116
2980,CA-2020-166219,TEC-PH-10004165,5,1099.96,0.2,82.497
2981,CA-2020-166219,FUR-TA-10004607,1,103.481,0.3,-16.2613
2982,US-2020-100377,TEC-CO-10001046,5,2799.96,0.2,874.9875
2983,CA-2020-107902,OFF-ST-10001837,11,470.36,0.0,122.2936
2984,CA-2020-121188,OFF-ST-10001490,5,892.35,0.0,267.705
2985,CA-2020-121188,FUR-BO-10004695,2,307.666,0.15,28.9568
2986,CA-2020-121188,OFF-ST-10000736,9,728.82,0.0,29.1528
2987,CA-2020-121188,OFF-BI-10001617,5,41.36,0.2,13.959
2988,CA-2020-108532,TEC-AC-10004510,7,114.52,0.0,11.452
2989,CA-2020-108532,TEC-PH-10001750,2,131.98,0.0,35.6346
2990,CA-2020-111514,FUR-BO-10002545,7,1552.831,0.15,200.9546
2991,CA-2020-111514,OFF-BI-10002735,5,137.24,0.2,46.3185
2992,CA-2020-111514,TEC-MA-10000597,3,239.976,0.2,80.9919
2993,CA-2020-111514,TEC-AC-10004864,1,36.51,0.0,15.6993
2994,CA-2020-112319,OFF-PA-10003441,9,58.32,0.0,27.9936
2995,CA-2020-157805,TEC-PH-10004447,5,555.96,0.2,41.697
2996,CA-2020-142139,OFF-PA-10003883,4,20.96,0.2,6.812
2997,CA-2020-104626,OFF-BI-10001510,5,114.6,0.0,51.57
2998,CA-2020-104626,FUR-CH-10003817,1,60.74,0.0,15.185
2999,CA-2020-104626,FUR-FU-10000308,2,124.36,0.0,27.3592
3000,CA-2020-104626,OFF-ST-10003208,6,1088.76,0.0,315.7404
3001,CA-2020-137946,OFF-BI-10004140,4,14.368,0.2,4.49
3002,CA-2020-137946,TEC-CO-10001449,2,959.984,0.2,335.9944
3003,CA-2020-137946,OFF-BI-10001922,1,4.752,0.2,1.6038
3004,CA-2020-130204,TEC-AC-10003038,2,17.9,0.0,3.401
3005,CA-2020-113215,FUR-FU-10002937,3,238.152,0.2,89.307
3006,CA-2020-130204,OFF-ST-10001325,3,31.44,0.0,8.4888
3007,US-2020-146745,OFF-BI-10003274,2,6.368,0.2,2.1492
3008,CA-2020-121608,OFF-AP-10002311,2,137.62,0.0,60.5528
3009,US-2020-146745,FUR-CH-10002372,2,129.568,0.2,-12.9568
3010,CA-2020-121608,TEC-PH-10004959,1,100.49,0.0,25.1225
3011,US-2020-138303,OFF-EN-10001335,6,52.512,0.2,19.692
3012,CA-2020-130204,TEC-AC-10003590,5,129.45,0.0,46.602
3013,US-2020-138303,OFF-ST-10004963,3,36.336,0.2,-7.2672
3014,US-2020-104185,OFF-ST-10001526,1,120.33,0.0,31.2858
3015,CA-2020-149734,OFF-EN-10000927,7,200.984,0.2,62.8075
3016,CA-2020-169537,OFF-LA-10001982,2,7.5,0.0,3.6
3017,US-2020-138303,OFF-SU-10002881,1,666.248,0.2,-149.9058
3018,CA-2020-142755,OFF-EN-10004459,2,15.28,0.0,7.4872
3019,CA-2020-101924,OFF-BI-10000962,2,9.762,0.7,-6.8334
3020,CA-2020-113523,OFF-BI-10001249,4,7.656,0.7,-6.1248
3021,CA-2020-159863,TEC-AC-10000109,3,134.376,0.2,6.7188
3022,CA-2020-142755,OFF-PA-10000141,2,4.36,0.0,2.0492
3023,CA-2020-142755,TEC-AC-10002049,5,619.95,0.0,111.591
3024,CA-2020-142755,OFF-PA-10001970,5,279.9,0.0,137.151
3025,CA-2020-135510,FUR-FU-10000820,4,67.96,0.0,12.2328
3026,CA-2020-105158,FUR-FU-10001706,2,6.16,0.0,2.9568
3027,CA-2020-105158,OFF-PA-10001970,3,36.84,0.0,17.3148
3028,CA-2020-162621,OFF-BI-10003708,3,4.47,0.8,-7.8225
3029,CA-2020-130785,OFF-BI-10001900,6,28.752,0.2,9.7038
3030,CA-2020-130785,FUR-BO-10003159,3,293.199,0.15,-20.6964
3031,CA-2020-162621,OFF-BI-10000962,5,16.27,0.8,-25.2185
3032,CA-2020-162621,OFF-SU-10003567,9,69.12,0.2,-14.688
3033,CA-2020-130785,FUR-BO-10000330,4,411.332,0.15,-4.8392
3034,CA-2020-150791,FUR-CH-10000665,2,271.764,0.1,60.392
3035,US-2020-109015,TEC-PH-10002922,2,337.98,0.0,101.394
3036,CA-2020-138002,OFF-BI-10002160,2,6.096,0.2,2.1336
3037,US-2020-151435,FUR-TA-10001039,1,85.98,0.0,22.3548
3038,CA-2020-160696,OFF-FA-10003059,5,7.24,0.2,1.1765
3039,CA-2020-169572,OFF-BI-10002799,9,46.62,0.0,21.4452
3040,US-2020-109015,OFF-AP-10001962,1,8.39,0.0,2.0975
3041,CA-2020-143238,TEC-AC-10003499,4,46.32,0.0,18.0648
3042,CA-2020-138002,FUR-FU-10004748,3,191.82,0.0,74.8098
3043,CA-2020-133977,OFF-BI-10003166,1,3.444,0.7,-2.5256
3044,CA-2020-105599,FUR-TA-10003837,3,27.414,0.4,-14.1639
3045,CA-2020-140557,TEC-AC-10002402,7,559.93,0.0,167.979
3046,CA-2020-164084,OFF-FA-10003059,4,7.24,0.0,2.3892
3047,CA-2020-161445,OFF-AR-10001953,4,140.736,0.2,12.3144
3048,CA-2020-164084,OFF-ST-10003638,3,70.26,0.0,18.9702
3049,CA-2020-105599,OFF-ST-10002486,2,13.96,0.0,0.2792
3050,CA-2020-164084,TEC-AC-10002305,5,90.0,0.0,16.2
3051,CA-2020-164084,OFF-BI-10000605,2,6.096,0.2,2.0574
3052,CA-2020-164084,FUR-TA-10003569,2,481.176,0.4,-120.294
3053,CA-2020-122623,FUR-CH-10000553,2,47.516,0.3,-2.0364
3054,CA-2020-110744,OFF-ST-10003656,7,671.93,0.0,20.1579
3055,CA-2020-102876,TEC-PH-10002680,6,791.964,0.4,-131.994
3056,CA-2020-102876,OFF-BI-10000848,3,4.923,0.7,-3.9384
3057,CA-2020-102876,OFF-BI-10004781,1,9.522,0.7,-6.9828
3058,CA-2020-151624,FUR-FU-10001731,8,21.36,0.0,8.1168
3059,CA-2020-162166,OFF-PA-10002606,5,26.4,0.0,11.88
3060,CA-2020-162166,OFF-ST-10002486,6,41.88,0.0,0.8376
3061,CA-2020-168186,OFF-PA-10000477,3,14.94,0.0,7.0218
3062,US-2020-147242,OFF-PA-10003039,9,278.82,0.0,125.469
3063,CA-2020-132906,OFF-SU-10004498,4,51.52,0.0,1.5456
3064,US-2020-147242,FUR-BO-10004695,2,361.96,0.0,83.2508
3065,US-2020-147242,OFF-AP-10003842,2,61.96,0.0,16.1096
3066,CA-2020-136658,OFF-AR-10000817,2,6.08,0.0,2.0672
3067,CA-2020-117772,OFF-ST-10003994,6,353.88,0.0,17.694
3068,CA-2020-108672,FUR-FU-10003799,6,106.68,0.0,33.0708
3069,CA-2020-139374,FUR-CH-10003981,1,179.886,0.3,-2.5698
3070,CA-2020-165057,OFF-LA-10003190,3,8.64,0.0,4.2336
3071,CA-2020-165057,OFF-AR-10004648,9,181.35,0.0,48.9645
3072,CA-2020-132465,OFF-ST-10001932,4,772.68,0.0,108.1752
3073,CA-2020-125934,OFF-LA-10000414,3,31.05,0.0,14.904
3074,CA-2020-132465,TEC-AC-10001998,1,19.99,0.0,6.7966
3075,CA-2020-125934,OFF-BI-10004593,4,209.6,0.0,96.416
3076,CA-2020-132465,OFF-ST-10003641,1,78.8,0.0,1.576
3077,CA-2020-125934,OFF-AP-10003860,4,111.04,0.0,29.9808
3078,CA-2020-125934,OFF-PA-10000556,6,38.88,0.0,18.6624
3079,CA-2020-132465,FUR-FU-10000277,2,210.68,0.0,50.5632
3080,CA-2020-126186,FUR-FU-10000073,4,24.64,0.2,4.004
3081,CA-2020-125934,FUR-FU-10002107,4,8.92,0.0,3.9248
3082,CA-2020-153794,OFF-AR-10000380,7,265.86,0.0,79.758
3083,CA-2020-166464,OFF-LA-10001317,4,12.6,0.0,6.048
3084,CA-2020-166464,TEC-CO-10000971,2,479.984,0.2,59.998
3085,CA-2020-102020,OFF-LA-10002043,2,20.7,0.0,9.936
3086,CA-2020-102020,OFF-FA-10000490,1,1.24,0.0,0.5828
3087,CA-2020-102020,OFF-PA-10002464,5,28.9,0.0,14.161
3088,CA-2020-102020,OFF-ST-10001713,2,105.98,0.0,4.2392
3089,CA-2020-102020,OFF-AR-10004685,2,9.26,0.0,3.0558
3090,CA-2020-102020,OFF-EN-10002504,1,27.18,0.0,12.7746
3091,CA-2020-128993,TEC-AC-10004209,2,21.98,0.0,8.5722
3092,US-2020-161347,OFF-BI-10004209,1,2.412,0.7,-2.01
3093,US-2020-129007,FUR-FU-10004018,3,44.67,0.0,12.0609
3094,CA-2020-115567,FUR-CH-10000015,7,1516.2,0.0,394.212
3095,CA-2020-118843,FUR-FU-10003975,3,129.93,0.0,12.993
3096,CA-2020-118843,OFF-PA-10001712,7,69.93,0.0,31.4685
3097,US-2020-129007,OFF-BI-10001628,3,25.032,0.2,7.8225
3098,US-2020-129007,FUR-CH-10000155,3,717.72,0.2,71.772
3099,CA-2020-115567,TEC-AC-10001314,4,199.96,0.0,15.9968
3100,US-2020-129007,OFF-PA-10000994,2,209.7,0.0,100.656
3101,CA-2020-136728,FUR-CH-10003817,4,170.072,0.3,-12.148
3102,US-2020-129007,FUR-FU-10002379,5,207.35,0.0,24.882
3103,CA-2020-138457,OFF-BI-10000014,4,13.092,0.7,-10.0372
3104,US-2020-129007,FUR-FU-10004973,7,131.88,0.0,55.3896
3105,CA-2020-136728,OFF-EN-10002621,1,7.824,0.2,2.934
3106,CA-2020-140984,OFF-ST-10000585,6,991.2,0.0,257.712
3107,CA-2020-131597,FUR-TA-10002607,3,170.136,0.2,-8.5068
3108,CA-2020-140984,OFF-BI-10002012,9,12.96,0.2,4.536
3109,CA-2020-115924,OFF-BI-10004040,5,25.9,0.0,12.691
3110,CA-2020-120362,FUR-TA-10003008,5,912.75,0.0,118.6575
3111,CA-2020-128027,OFF-ST-10001809,3,269.49,0.0,5.3898
3112,CA-2020-140984,TEC-CO-10001571,2,879.984,0.2,329.994
3113,CA-2020-105102,FUR-BO-10004709,1,46.384,0.2,1.1596
3114,CA-2020-100734,OFF-ST-10001522,2,147.184,0.2,-29.4368
3115,CA-2020-105102,OFF-PA-10002365,2,12.96,0.0,6.2208
3116,CA-2020-145849,OFF-ST-10000025,2,190.86,0.0,11.4516
3117,CA-2020-105102,OFF-BI-10002082,3,79.872,0.2,29.952
3118,CA-2020-145849,OFF-AR-10000817,8,24.32,0.0,8.2688
3119,US-2020-130519,OFF-ST-10001321,2,24.672,0.2,2.1588
3120,US-2020-130519,FUR-FU-10003394,1,55.968,0.2,-2.0988
3121,US-2020-130519,FUR-FU-10002268,4,15.712,0.2,2.5532
3122,US-2020-130519,OFF-PA-10001937,3,15.552,0.2,5.4432
3123,CA-2020-102582,FUR-TA-10003569,2,801.96,0.0,200.49
3124,CA-2020-102582,TEC-PH-10003187,3,59.97,0.0,0.0
3125,CA-2020-102582,FUR-CH-10004853,7,1056.86,0.0,306.4894
3126,CA-2020-100734,OFF-BI-10002609,4,3.576,0.7,-2.8608
3127,CA-2020-167696,OFF-EN-10001539,4,31.12,0.0,14.6264
3128,US-2020-150630,OFF-AR-10001683,2,15.76,0.2,3.546
3129,CA-2020-143077,FUR-FU-10003535,2,21.936,0.6,-10.4196
3130,US-2020-126977,OFF-ST-10000617,5,14.9,0.0,1.043
3131,US-2020-150630,OFF-BI-10001525,6,6.858,0.7,-5.715
3132,US-2020-150630,OFF-AR-10004042,6,86.304,0.2,9.7092
3133,US-2020-150630,OFF-EN-10001509,2,3.264,0.2,1.1016
3134,CA-2020-143077,OFF-BI-10000088,3,6.588,0.8,-10.2114
3135,CA-2020-133025,OFF-PA-10004100,5,32.4,0.0,15.552
3136,US-2020-150630,FUR-FU-10004848,3,124.2,0.2,15.525
3137,US-2020-150630,OFF-BI-10000474,2,9.618,0.7,-7.0532
3138,US-2020-150630,FUR-BO-10004834,7,3083.43,0.5,-1665.0522
3139,US-2020-126977,TEC-PH-10002170,3,209.97,0.0,58.7916
3140,US-2020-126977,TEC-AC-10003033,2,659.9,0.0,217.767
3141,US-2020-126977,OFF-PA-10004071,2,110.96,0.0,53.2608
3142,US-2020-126977,TEC-PH-10000169,4,67.8,0.0,1.356
3143,US-2020-126977,FUR-BO-10002213,5,2003.92,0.2,-25.049
3144,US-2020-126977,FUR-BO-10004834,6,4228.704,0.2,158.5764
3145,US-2020-138716,OFF-BI-10001628,3,25.032,0.2,7.8225
3146,US-2020-138919,FUR-TA-10004154,2,344.22,0.4,-103.266
3147,US-2020-126977,OFF-ST-10003058,4,94.6,0.0,27.434
3148,US-2020-126977,FUR-CH-10001973,2,199.764,0.1,8.8784
3149,CA-2020-141145,TEC-AC-10001465,3,87.168,0.2,10.896
3150,US-2020-126977,OFF-LA-10002762,7,87.71,0.0,41.2237
3151,CA-2020-167745,OFF-SU-10004782,2,16.9,0.0,5.07
3152,CA-2020-149713,OFF-SU-10001574,2,7.3,0.0,2.19
3153,CA-2020-142202,TEC-AC-10003198,9,717.12,0.2,152.388
3154,CA-2020-101154,OFF-ST-10004186,4,443.92,0.0,8.8784
3155,CA-2020-167745,OFF-AR-10003602,2,11.68,0.0,5.4896
3156,CA-2020-149713,OFF-PA-10001450,4,19.92,0.0,9.7608
3157,CA-2020-109575,OFF-ST-10004123,7,636.86,0.0,0.0
3158,CA-2020-149713,OFF-PA-10004530,14,160.72,0.0,78.7528
3159,CA-2020-109575,TEC-PH-10000730,1,499.99,0.0,129.9974
3160,CA-2020-109575,OFF-ST-10004950,2,41.96,0.0,7.9724
3161,CA-2020-150511,OFF-PA-10001776,2,18.54,0.0,8.7138
3162,CA-2020-167745,FUR-FU-10001591,2,24.4,0.0,10.248
3163,CA-2020-109575,TEC-PH-10000895,7,1259.93,0.0,327.5818
3164,CA-2020-109575,OFF-BI-10000962,4,65.08,0.0,31.8892
3165,CA-2020-135489,TEC-PH-10000011,14,279.86,0.0,134.3328
3166,CA-2020-149517,FUR-FU-10003464,3,60.84,0.0,19.4688
3167,CA-2020-137603,OFF-AR-10001972,5,8.4,0.0,2.184
3168,CA-2020-132815,OFF-PA-10004530,2,22.96,0.0,11.2504
3169,CA-2020-115847,FUR-BO-10003433,2,61.96,0.0,4.3372
3170,CA-2020-147102,TEC-AC-10000682,4,66.36,0.0,23.226
3171,CA-2020-156013,OFF-PA-10001970,5,61.4,0.0,28.858
3172,CA-2020-151470,OFF-BI-10004040,11,45.584,0.2,16.5242
3173,CA-2020-153738,OFF-BI-10001308,6,37.68,0.0,16.956
3174,CA-2020-141565,OFF-ST-10001522,4,294.368,0.2,-58.8736
3175,CA-2020-141565,OFF-BI-10000545,6,1369.764,0.7,-913.176
3176,CA-2020-126970,OFF-BI-10000138,3,2.808,0.8,-4.4928
3177,CA-2020-156013,OFF-BI-10002437,2,24.448,0.2,8.8624
3178,CA-2020-158421,TEC-PH-10002538,3,113.73,0.0,32.9817
3179,CA-2020-158421,OFF-EN-10001453,2,121.96,0.0,57.3212
3180,CA-2020-117800,FUR-CH-10000785,3,542.94,0.0,141.1644
3181,CA-2020-117800,TEC-PH-10002415,2,589.9,0.0,147.475
3182,CA-2020-158421,OFF-BI-10000050,2,14.6,0.0,6.862
3183,CA-2020-126697,TEC-PH-10002922,7,946.344,0.2,118.293
3184,CA-2020-158421,OFF-PA-10001801,4,23.92,0.0,11.7208
3185,CA-2020-158421,OFF-ST-10004186,8,887.84,0.0,17.7568
3186,CA-2020-158421,FUR-CH-10000309,4,1690.04,0.0,422.51
3187,CA-2020-158421,OFF-ST-10000563,2,63.96,0.0,6.396
3188,CA-2020-158421,OFF-ST-10002444,7,85.96,0.0,24.0688
3189,CA-2020-126697,TEC-AC-10004353,3,151.2,0.2,32.13
3190,CA-2020-102036,OFF-ST-10003123,6,199.74,0.0,47.9376
3191,CA-2020-126697,FUR-FU-10001706,4,4.928,0.6,-1.4784
3192,CA-2020-158421,TEC-PH-10000369,5,629.95,0.0,176.386
3193,CA-2020-168480,OFF-AR-10001044,1,25.99,0.0,7.5371
3194,CA-2020-168480,FUR-BO-10000468,4,194.32,0.0,31.0912
3195,CA-2020-127593,FUR-FU-10004006,2,85.3,0.0,14.501
3196,CA-2020-149972,OFF-FA-10002763,2,7.9,0.0,2.528
3197,CA-2020-149972,FUR-CH-10004997,4,601.536,0.2,0.0
3198,CA-2020-102260,OFF-BI-10000042,2,3.204,0.7,-2.5632
3199,CA-2020-102260,OFF-AR-10001315,2,2.816,0.2,0.3168
3200,CA-2020-102260,OFF-ST-10002289,1,25.424,0.2,-4.767
3201,CA-2020-102260,OFF-ST-10003716,4,720.064,0.2,-63.0056
3202,CA-2020-134992,OFF-PA-10001972,5,32.4,0.0,15.552
3203,CA-2020-102260,OFF-LA-10003714,4,12.0,0.2,4.2
3204,CA-2020-112571,FUR-FU-10004188,2,204.6,0.0,53.196
3205,CA-2020-168760,OFF-AP-10004532,3,61.44,0.0,16.5888
3206,CA-2020-134992,FUR-FU-10002554,2,47.98,0.0,11.0354
3207,US-2020-115343,OFF-SU-10000898,5,55.6,0.2,6.255
3208,US-2020-115343,TEC-AC-10003832,3,617.976,0.2,-7.7247
3209,US-2020-164308,TEC-PH-10004120,6,821.94,0.0,213.7044
3210,CA-2020-113131,OFF-EN-10003068,2,15.84,0.2,5.544
3211,CA-2020-113131,OFF-LA-10003510,1,24.424,0.2,7.9378
3212,CA-2020-113131,OFF-AR-10003504,5,17.12,0.2,1.926
3213,US-2020-106873,TEC-AC-10002345,2,23.2,0.2,1.45
3214,US-2020-106873,OFF-AR-10001246,7,16.464,0.2,1.8522
3215,US-2020-161466,OFF-AR-10000634,2,6.848,0.2,0.5992
3216,CA-2020-113131,OFF-ST-10001172,2,33.568,0.2,1.6784
3217,CA-2020-161830,OFF-AR-10004042,2,35.96,0.0,10.4284
3218,CA-2020-143119,FUR-CH-10001270,6,517.5,0.0,155.25
3219,US-2020-106873,OFF-AR-10003179,2,14.576,0.2,2.3686
3220,CA-2020-153381,FUR-CH-10000988,10,1408.1,0.0,394.268
3221,CA-2020-153381,OFF-BI-10001525,4,15.24,0.0,6.858
3222,CA-2020-105508,OFF-EN-10003055,1,39.98,0.0,17.991
3223,CA-2020-147816,TEC-PH-10003095,2,35.12,0.2,13.17
3224,CA-2020-103835,FUR-FU-10000010,3,14.91,0.0,4.6221
3225,CA-2020-103835,OFF-AP-10002651,4,1158.12,0.0,335.8548
3226,CA-2020-161830,OFF-BI-10001097,3,14.952,0.2,5.4201
3227,CA-2020-113131,OFF-BI-10003196,6,6.732,0.7,-4.488
3228,CA-2020-139738,OFF-AR-10004602,7,128.744,0.2,12.8744
3229,CA-2020-159779,OFF-BI-10002735,2,68.62,0.0,32.2514
3230,CA-2020-120845,OFF-BI-10004506,1,2.469,0.7,-1.8106
3231,CA-2020-160787,OFF-BI-10003712,2,2.946,0.7,-2.0622
3232,CA-2020-156510,OFF-PA-10002222,2,45.68,0.0,21.0128
3233,CA-2020-149083,TEC-AC-10002567,2,159.98,0.0,57.5928
3234,CA-2020-120845,OFF-BI-10001982,2,3.264,0.7,-2.2848
3235,CA-2020-149083,FUR-CH-10004289,4,307.136,0.2,-11.5176
3236,CA-2020-106320,FUR-TA-10000577,3,1044.63,0.0,240.2649
3237,CA-2020-151869,FUR-CH-10001545,1,102.582,0.1,6.8388
3238,CA-2020-120845,OFF-BI-10001116,4,6.336,0.7,-4.6464
3239,CA-2020-120845,OFF-PA-10004665,1,10.48,0.2,3.799
3240,CA-2020-151869,OFF-PA-10002947,3,20.04,0.0,9.6192
3241,CA-2020-103933,TEC-AC-10004171,9,899.91,0.0,395.9604
3242,CA-2020-149083,OFF-LA-10002945,2,12.6,0.0,5.796
3243,CA-2020-156510,OFF-AR-10004930,1,6.7,0.0,2.211
3244,CA-2020-156510,OFF-BI-10000822,2,10.76,0.0,5.1648
3245,CA-2020-100573,OFF-EN-10000461,2,17.48,0.0,8.2156
3246,CA-2020-156335,TEC-PH-10002726,2,104.98,0.0,52.49
3247,CA-2020-156335,OFF-BI-10003314,3,14.46,0.0,7.0854
3248,CA-2020-156335,TEC-AC-10002006,4,63.96,0.0,19.8276
3249,CA-2020-124800,TEC-PH-10001750,5,263.96,0.2,23.0965
3250,CA-2020-124800,OFF-ST-10000798,6,119.904,0.2,-1.4988
3251,CA-2020-127173,OFF-FA-10004854,3,34.44,0.0,16.1868
3252,CA-2020-122371,OFF-EN-10000056,2,124.46,0.0,58.4962
3253,US-2020-161991,OFF-BI-10004967,5,2.08,0.8,-3.432
3254,CA-2020-127173,TEC-MA-10002859,7,629.93,0.0,296.0671
3255,CA-2020-127173,OFF-BI-10000088,9,79.056,0.2,28.6578
3256,CA-2020-124800,OFF-AP-10004980,2,60.672,0.2,14.4096
3257,CA-2020-124800,OFF-BI-10000778,2,72.588,0.7,-48.392
3258,CA-2020-124800,OFF-PA-10000501,4,86.272,0.2,31.2736
3259,US-2020-161991,TEC-PH-10001760,7,1114.4,0.2,376.11
3260,CA-2020-124800,OFF-ST-10002743,4,363.648,0.2,-86.3664
3261,CA-2020-122371,OFF-ST-10002370,3,64.17,0.0,18.6093
3262,CA-2020-124800,OFF-BI-10003984,9,77.031,0.7,-59.0571
3263,CA-2020-111458,TEC-AC-10001590,2,50.0,0.0,12.0
3264,CA-2020-130883,TEC-AC-10001956,5,239.8,0.2,47.96
3265,CA-2020-130883,OFF-PA-10004100,6,31.104,0.2,10.8864
3266,CA-2020-120341,OFF-BI-10004224,6,121.104,0.7,-100.92
3267,CA-2020-130883,OFF-PA-10000474,5,141.76,0.2,47.844
3268,CA-2020-120341,TEC-PH-10003357,1,45.894,0.4,-9.1788
3269,CA-2020-167255,OFF-PA-10002377,3,146.82,0.0,73.41
3270,US-2020-100531,FUR-FU-10003849,3,24.288,0.6,-12.7512
3271,CA-2020-167255,OFF-PA-10003441,2,12.96,0.0,6.2208
3272,US-2020-100531,OFF-BI-10001670,2,15.08,0.8,-22.62
